mfcc1,mfcc2,mfcc3,rms,zcr,chroma,tempo,duration,pause_ratio,wpm,file,emotion
-476.03943,53.06913,-4.5783362,0.013114698,0.1166768790849673,0.4019245,133.92857142857142,4.8715625,24.632450482359832,73.89826159471423,03-02-02-02-01-01-03.wav,calm
-487.07617,49.03532,-17.706892,0.014655777,0.1789588341346153,0.42413744,170.45454545454547,4.1375,29.002600566517465,87.00906344410876,03-02-06-02-01-02-07.wav,fearful
-475.5595,37.79328,-9.445836,0.01790264,0.2307092467350746,0.4478108,117.1875,4.2709375,28.09648097429231,84.29062705787663,03-02-05-02-01-01-13.wav,angry
-512.99457,39.408516,-12.062617,0.011288788,0.2447757577537594,0.40505764,117.1875,4.2375625,28.317765445128725,84.95449919617704,03-02-06-02-01-02-13.wav,fearful
-413.6303,47.948227,-14.464031,0.024530508,0.1995243648830935,0.49171546,156.25,4.4378125,27.03998368587651,81.12104781353426,03-02-05-02-01-01-07.wav,angry
-443.2194,42.881382,-25.02362,0.018814348,0.191612704488255,0.3683899,156.25,4.738125,25.326153368853262,75.97942223981005,03-02-03-01-01-02-03.wav,happy
-665.2381,65.70425,10.630494,0.0034307812,0.2055095515839041,0.4049369,156.25,4.671375,12.844019021992173,77.06510395761418,03-02-04-01-01-02-13.wav,sad
-713.6514,50.336426,-0.6421512,0.0021648454,0.1987271012931034,0.3195305,81.52173913043478,4.638,12.936443254291666,77.6196636481242,03-02-04-01-01-02-07.wav,sad
-618.1451,55.041195,-10.588743,0.0041846014,0.1713834195523648,0.39004087,98.6842105263158,4.70475,12.752906068470352,63.765343535788304,03-02-04-02-02-02-07.wav,sad
-610.2899,56.90389,-7.608321,0.0054729185,0.2663486398381295,0.40469265,133.92857142857142,4.4378125,27.03998368587651,67.60087317794522,03-02-04-02-02-02-13.wav,sad
-312.48224,42.684616,-30.708687,0.041887067,0.1619606270695364,0.37646955,85.22727272727273,4.8048125,24.97464813062157,74.92488000312187,03-02-03-02-02-02-03.wav,happy
-476.65527,39.198116,-27.632387,0.017497895,0.2114533455141129,0.42737097,110.29411764705884,3.9373125,30.477177356219155,76.19410448116578,03-02-03-02-02-02-15.wav,happy
-642.76056,71.65534,9.020412,0.0028766266,0.1355949850643382,0.39380172,117.1875,4.3376875,13.83206376120325,69.16127544918807,03-02-04-02-02-02-05.wav,sad
-514.91614,60.621532,-6.385227,0.013628685,0.1508131760817307,0.34589353,144.23076923076923,4.971625,24.136686053118808,72.41093203932316,03-02-04-02-02-02-11.wav,sad
-550.8545,66.82943,1.9599679,0.009018819,0.141748046875,0.3249647,156.25,5.105125,23.50551449163938,70.5173722484758,03-02-04-01-01-02-11.wav,sad
-581.94385,73.83506,-5.7581515,0.0056513934,0.1451380735187861,0.3511195,156.25,5.5055,21.796147894128843,65.38915629824722,03-02-04-01-01-02-05.wav,sad
-497.18655,49.979824,-22.128462,0.014614772,0.1418907752403846,0.38523716,98.6842105263158,4.1375,29.002600566517465,87.00906344410876,03-02-03-01-01-02-15.wav,happy
-472.3812,56.1496,-41.117252,0.017923694,0.2875063230665468,0.44869623,144.23076923076923,4.4378125,27.03998368587651,67.60087317794522,03-02-03-02-01-02-09.wav,happy
-515.76953,63.250114,-30.364235,0.011137866,0.2747599283854167,0.40780407,125.0,4.604625,26.060414556044545,78.18226239921817,03-02-03-01-02-02-09.wav,happy
-462.64023,39.08165,-4.5357075,0.018573059,0.2081651924070248,0.4112132,125.0,3.8705625,31.002765059108704,93.00973695683768,03-02-05-02-01-01-11.wav,angry
-512.2602,51.281574,-11.163893,0.00866857,0.1890529546522556,0.4176676,187.5,4.2375625,28.317765445128725,84.95449919617704,03-02-06-02-01-02-05.wav,fearful
-474.62772,57.80527,-23.627337,0.015457824,0.2187093098958333,0.45750567,144.23076923076923,4.604625,26.060414556044545,78.18226239921817,03-02-05-02-01-01-05.wav,angry
-487.0639,45.55881,-3.0845652,0.01443014,0.1905069986979166,0.40525448,133.92857142857142,3.8371875,31.272415970041024,93.8187148790618,03-02-06-02-01-02-11.wav,fearful
-597.6164,59.533077,3.0461128,0.0057892334,0.1634460882092198,0.38487658,156.25,4.5045,26.63967179924343,79.92007992007991,03-02-02-02-01-01-15.wav,calm
-542.9101,44.749557,-7.799971,0.0110988,0.1743055555555555,0.37259862,98.6842105263158,4.3043125,27.87862806948051,69.69754170962261,03-02-01-01-02-02-15.wav,neutral
-579.0772,54.16008,0.25451013,0.0072480612,0.1645999606564748,0.3741431,104.16666666666669,4.4378125,40.55997552881477,81.12104781353426,03-02-02-01-02-01-15.wav,calm
-539.94196,71.32792,-4.2095366,0.008715616,0.1608756510416666,0.47660917,104.16666666666669,4.7714375,50.29867457753043,75.4489606119749,03-02-05-01-02-01-05.wav,angry
-516.2676,46.53144,-0.7983309,0.012836017,0.2156041269083969,0.38552177,110.29411764705884,4.170875,28.77052747165804,86.31282404771181,03-02-06-01-02-02-11.wav,fearful
-496.8237,44.375725,1.5585414,0.015737811,0.1745566716269841,0.40688208,117.1875,4.004,29.96958087541146,89.91008991008992,03-02-05-01-02-01-11.wav,angry
-633.18823,55.295742,2.9116175,0.004124229,0.2324041193181818,0.48558843,144.23076923076923,3.5035,34.2508762515841,85.6286570572285,03-02-06-01-02-02-05.wav,fearful
-664.13617,64.005875,1.317641,0.0033191903,0.228817894345238,0.34898418,104.16666666666669,5.3720625,11.168769885645755,44.67557851383896,03-02-02-02-02-01-09.wav,calm
-628.75934,71.87666,-4.7297072,0.0041034454,0.2069786208832335,0.37008062,125.0,5.3386875,11.238591074030005,67.4323042882731,03-02-02-01-01-01-09.wav,calm
-638.19763,63.00509,-14.685646,0.004404474,0.2507377680200729,0.38164145,187.5,4.3710625,13.72645127195589,82.35983814004032,03-02-01-01-01-02-09.wav,neutral
-568.0492,26.86991,-23.68972,0.011686601,0.1694139314177852,0.3874724,156.25,4.7380625,25.32648744307476,75.98042448785765,03-02-01-01-01-02-08.wav,neutral
-602.76544,25.093828,-20.535051,0.008093211,0.1653656830658783,0.40199485,98.6842105263158,4.70475,38.25871820541106,76.51841224294596,03-02-02-01-01-01-08.wav,calm
-610.386,28.962637,-16.321062,0.0068742475,0.1751619664634146,0.35759723,125.0,5.2385625,34.36017769938567,45.81409499266259,03-02-02-02-02-01-08.wav,calm
-483.4857,18.809137,-17.66247,0.021582192,0.22226953125,0.3046158,156.25,3.970625,30.221485713422243,75.5548559735558,03-02-06-01-02-02-04.wav,fearful
-436.67606,20.165077,-20.646887,0.025809461,0.1903754340277778,0.312994,133.92857142857142,4.604625,26.060414556044545,78.18226239921817,03-02-05-01-02-01-10.wav,angry
-514.9397,28.312206,-9.564989,0.014782111,0.1407371727195946,0.34997648,125.0,4.7046875,25.506150967719307,76.5194287612089,03-02-06-01-02-02-10.wav,fearful
-491.0536,9.889796,-18.557137,0.02056164,0.2575895054133858,0.3390908,144.23076923076923,4.037375,29.721840723132384,89.16684727081334,03-02-05-01-02-01-04.wav,angry
-644.9456,21.529085,-16.454565,0.004886709,0.3165619338768116,0.41272926,144.23076923076923,4.4044375,27.244878672311653,81.73574945722353,03-02-02-01-02-01-14.wav,calm
-591.23596,16.434277,-17.168793,0.0071345987,0.2811226222826087,0.33251217,170.45454545454547,4.4044375,27.244878672311653,81.73574945722353,03-02-01-01-02-02-14.wav,neutral
-662.7835,28.244299,-17.46633,0.0036260977,0.251980938488924,0.34551698,144.23076923076923,5.038375,11.908459670512768,71.4516089016796,03-02-02-02-01-01-14.wav,calm
-415.69266,22.226925,-34.35683,0.033605132,0.1579454210069444,0.34957993,125.0,4.604625,26.060414556044545,78.18226239921817,03-02-06-02-01-02-10.wav,fearful
-426.66333,3.8202534,-25.3979,0.03199423,0.24908447265625,0.34575716,156.25,4.07075,29.478162822632346,73.69649327519498,03-02-05-02-01-01-04.wav,angry
-407.10468,13.843388,-23.33336,0.030495372,0.3036095252403846,0.4415346,104.16666666666669,4.1375,29.002600566517465,87.00906344410876,03-02-06-02-01-02-04.wav,fearful
-340.09375,18.838104,-27.978334,0.056740616,0.2453952814569536,0.3847054,125.0,4.8048125,24.97464813062157,74.92488000312187,03-02-05-02-01-01-10.wav,angry
-568.46216,25.349266,-23.730537,0.010255352,0.1539238823784722,0.4124513,170.45454545454547,4.604625,26.060414556044545,65.1518853326818,03-02-03-01-02-02-08.wav,happy
-496.27277,18.370481,-25.771544,0.016991265,0.1557166999113475,0.43268365,98.6842105263158,4.5045,26.63967179924343,66.6000666000666,03-02-03-02-01-02-08.wav,happy
-514.80237,23.913647,-27.926615,0.011729275,0.2599234903665413,0.34662208,110.29411764705884,4.2375625,28.317765445128725,84.95449919617704,03-02-03-01-01-02-14.wav,happy
-576.74695,23.714537,-25.931694,0.010032806,0.2402009310787671,0.2901057,170.45454545454547,4.671375,25.688038043984346,77.06510395761418,03-02-04-01-01-02-04.wav,sad
-508.34793,31.449831,-10.921091,0.018511184,0.1740541811342592,0.30100486,133.92857142857142,5.171875,23.202147745476307,69.60725075528701,03-02-04-01-01-02-10.wav,sad
-505.5993,31.129183,-3.6300957,0.019166177,0.1280164216694078,0.3022831,133.92857142857142,4.8381875,24.8023690396161,74.40802986655643,03-02-04-02-02-02-10.wav,sad
-525.13184,11.983697,-27.964066,0.01299726,0.3812644675925926,0.4152991,187.5,4.3043125,27.87862806948051,83.63705005154713,03-02-04-02-02-02-04.wav,sad
-493.3665,22.769156,-34.860477,0.013477742,0.3020958533653846,0.406287,133.92857142857142,4.1375,29.002600566517465,87.00906344410876,03-02-03-02-02-02-14.wav,happy
-579.39417,18.730658,-22.739159,0.007571452,0.3099302862682482,0.35938498,104.16666666666669,4.3710625,27.45290254391178,82.35983814004032,03-02-04-02-02-02-14.wav,sad
-438.21893,8.014673,-28.146605,0.034302626,0.3053579757462686,0.4332854,133.92857142857142,4.2709375,28.09648097429231,84.29062705787663,03-02-03-02-02-02-04.wav,happy
-388.18707,23.286594,-34.805824,0.04249576,0.1795503799229452,0.37960976,133.92857142857142,4.671375,25.688038043984346,77.06510395761418,03-02-03-02-02-02-10.wav,happy
-379.28726,22.725065,-40.201084,0.04847439,0.1596308840981012,0.30487794,133.92857142857142,5.038375,23.81691934102553,71.4516089016796,03-02-03-01-01-02-10.wav,happy
-491.419,19.017374,-26.208076,0.018284446,0.244241153492647,0.35610187,170.45454545454547,4.3376875,27.6641275224065,82.99353053902567,03-02-03-01-01-02-04.wav,happy
-586.69495,23.610966,-20.821463,0.0065643718,0.308942034527972,0.35149556,156.25,4.57125,39.37602131555287,78.75307629204266,03-02-04-01-01-02-14.wav,sad
-609.9311,34.1425,-18.836788,0.0055706804,0.1616179836783439,0.38212335,144.23076923076923,5.005,35.963604831910104,71.92807192807193,03-02-04-02-01-02-08.wav,sad
-632.6615,28.680046,-13.16616,0.0069911326,0.1744332342791411,0.3500187,81.52173913043478,5.20525,34.58007304079872,34.58047163921041,03-02-04-01-02-02-08.wav,sad
-477.93576,25.278694,-18.896793,0.022914233,0.1459718313276397,0.29397035,110.29411764705884,5.1385,23.352845933491096,70.05935584314489,03-02-02-02-01-01-10.wav,calm
-550.52295,18.323786,-28.904102,0.011382876,0.2108786709337349,0.28252095,133.92857142857142,5.3053125,22.618581447391296,67.85651175119278,03-02-02-02-01-01-04.wav,calm
-385.1317,16.99732,-28.613861,0.040027812,0.2600134095149253,0.3780762,110.29411764705884,4.2709375,28.09648097429231,84.29062705787663,03-02-05-02-01-01-14.wav,angry
-505.5834,17.344273,-25.739504,0.010702226,0.2720806830752212,0.4746001,144.23076923076923,3.603625,33.29924785323912,99.89940684727183,03-02-06-02-01-02-14.wav,fearful
-580.95953,25.311642,-20.17503,0.00603939,0.3539967780565693,0.3889913,117.1875,4.3710625,27.45290254391178,82.35983814004032,03-02-06-01-02-02-14.wav,fearful
-532.77124,23.330118,-20.582151,0.010238705,0.3436751539689781,0.40776414,98.6842105263158,4.3710625,27.45290254391178,82.35983814004032,03-02-05-01-02-01-14.wav,angry
-465.99857,25.477459,-14.734555,0.029373737,0.1379155177696078,0.2755456,156.25,4.8715625,24.632450482359832,73.89826159471423,03-02-01-01-02-02-10.wav,neutral
-546.6641,18.472168,-24.99128,0.013639481,0.2391608488475177,0.29793212,144.23076923076923,4.5045,26.63967179924343,79.92007992007991,03-02-02-01-02-01-04.wav,calm
-560.5855,23.462095,-16.781391,0.01144883,0.2234953703703703,0.2967646,144.23076923076923,4.3043125,27.87862806948051,69.69754170962261,03-02-01-01-02-02-04.wav,neutral
-460.13098,22.538162,-21.603914,0.027214231,0.1418318838443396,0.29318237,110.29411764705884,5.07175,23.66019231792989,70.9814166707744,03-02-02-01-02-01-10.wav,calm
-488.54117,16.740465,-27.216097,0.018901594,0.1651973329741379,0.44490182,117.1875,4.638,25.87288650858333,38.8098318240621,03-02-06-02-02-02-08.wav,fearful
-437.53745,18.580177,-14.019228,0.03469032,0.1701607464028777,0.39351127,117.1875,4.4378125,27.03998368587651,13.520174635589044,03-02-05-02-02-01-08.wav,angry
-493.7404,25.982601,-17.346283,0.016289871,0.1693141580485611,0.43653896,110.29411764705884,4.4378125,27.03998368587651,81.12104781353426,03-02-05-01-01-01-08.wav,angry
-552.7728,33.829887,-24.497478,0.009582136,0.1436691810344827,0.41678265,117.1875,4.638,25.87288650858333,77.6196636481242,03-02-06-01-01-02-08.wav,fearful
-544.49567,64.72884,-13.535737,0.0073370966,0.1543992565524193,0.4169657,104.16666666666669,3.93725,30.477661144283783,91.43437678582768,03-02-06-01-01-02-09.wav,fearful
-482.33203,51.12008,-25.279095,0.013593948,0.2404221754807692,0.44604132,98.6842105263158,4.1375,29.002600566517465,87.00906344410876,03-02-05-01-01-01-09.wav,angry
-452.3272,44.603985,-22.492882,0.018358445,0.2519720506298449,0.43052694,187.5,4.104125,29.23844807190709,87.7166265647367,03-02-05-02-02-01-09.wav,angry
-542.2786,54.308006,2.101192,0.008574148,0.1524113581730769,0.4334913,156.25,4.1375,43.5039008497762,0.0,03-02-06-02-02-02-09.wav,fearful
-556.75055,55.30921,3.4266603,0.009628096,0.1633041057180851,0.37252814,144.23076923076923,4.5045,26.63967179924343,79.92007992007991,03-02-02-01-02-01-11.wav,calm
-608.2828,65.15533,-2.8739657,0.004785292,0.1560758577360139,0.38666648,144.23076923076923,4.57125,13.125340438517624,78.75307629204266,03-02-01-01-02-02-05.wav,neutral
-683.5994,71.89056,9.958663,0.0023068357,0.1690036605738993,0.35094416,144.23076923076923,5.07175,11.830096158964944,70.9814166707744,03-02-02-01-02-01-05.wav,calm
-566.76245,51.91407,2.768976,0.008677387,0.1809857982073643,0.35264683,117.1875,4.104125,29.23844807190709,73.09718880394725,03-02-01-01-02-02-11.wav,neutral
-462.38565,39.736423,-14.605046,0.020335903,0.228415198359929,0.43860102,104.16666666666669,4.5045,26.63967179924343,66.6000666000666,03-02-05-01-02-01-15.wav,angry
-490.6776,45.168415,-9.369494,0.013020878,0.1708250117481203,0.39778727,110.29411764705884,4.2375625,28.317765445128725,84.95449919617704,03-02-06-01-02-02-15.wav,fearful
-445.84744,47.27959,-19.567642,0.020659218,0.1995675223214285,0.4038935,110.29411764705884,4.2375625,28.317765445128725,84.95449919617704,03-02-06-02-01-02-15.wav,fearful
-441.75388,42.366875,-20.27033,0.026735798,0.1708611641221374,0.41930827,104.16666666666669,4.170875,28.77052747165804,86.31282404771181,03-02-05-02-01-01-15.wav,angry
-613.4243,74.254295,-8.280906,0.0042331843,0.1306625286321989,0.33992067,133.92857142857142,6.106125,9.826102550119264,58.957194620156,03-02-02-02-01-01-05.wav,calm
-582.6314,66.565384,4.866203,0.007581149,0.1290771484375,0.352335,125.0,5.105125,35.25827173745908,58.76447687372983,03-02-02-02-01-01-11.wav,calm
-597.396,72.109665,-12.081437,0.0054594027,0.2235295758928571,0.3320517,144.23076923076923,5.57225,32.30258187358564,64.60585939252546,03-02-04-01-02-02-09.wav,sad
-586.3035,66.4389,-18.76158,0.0048807864,0.2498994715073529,0.3863348,98.6842105263158,4.3376875,27.6641275224065,41.49676526951284,03-02-04-02-01-02-09.wav,sad
-548.2962,47.757153,-5.822792,0.008520205,0.2059864717371323,0.37880036,98.6842105263158,4.3376875,27.6641275224065,82.99353053902567,03-02-04-01-01-02-15.wav,sad
-570.51483,54.239975,0.6534521,0.006691289,0.2210135053294573,0.4507683,104.16666666666669,4.104125,29.23844807190709,87.7166265647367,03-02-03-01-01-02-05.wav,happy
-566.2339,57.20464,0.71267164,0.009735693,0.1614738913143382,0.37650913,104.16666666666669,4.3376875,27.6641275224065,69.16127544918807,03-02-03-01-01-02-11.wav,happy
-520.01404,48.88403,-0.37129667,0.013471807,0.1880488708941605,0.35532528,110.29411764705884,4.3710625,27.45290254391178,82.35983814004032,03-02-03-02-02-02-11.wav,happy
-471.74146,55.526123,-9.68285,0.012113466,0.1943608180732484,0.4101147,98.6842105263158,5.005,23.975736554606737,71.92807192807193,03-02-03-02-02-02-05.wav,happy
-541.10114,52.768845,-9.913665,0.008818324,0.2099791569496268,0.4303705,170.45454545454547,4.2709375,28.09648097429231,70.24218921489721,03-02-04-02-02-02-15.wav,sad
-401.16672,47.201763,-17.096315,0.026516374,0.1747884114583333,0.36515883,144.23076923076923,4.7714375,25.149337288765214,75.4489606119749,03-02-04-02-02-02-03.wav,sad
-505.22885,31.238697,-14.343712,0.011910013,0.2564625459558823,0.3959221,98.6842105263158,4.3376875,27.6641275224065,69.16127544918807,03-02-03-02-02-02-13.wav,happy
-526.5146,48.187042,-29.361012,0.010487177,0.2696916343521898,0.41607317,98.6842105263158,4.3710625,27.45290254391178,82.35983814004032,03-02-03-02-02-02-07.wav,happy
-619.6817,47.32707,-17.026787,0.0050815796,0.2627133969907407,0.47193468,156.25,4.3043125,27.87862806948051,83.63705005154713,03-02-03-01-01-02-07.wav,happy
-553.35767,43.613968,-14.600461,0.008494458,0.2551411062047101,0.42661577,104.16666666666669,4.4044375,27.244878672311653,81.73574945722353,03-02-03-01-01-02-13.wav,happy
-517.945,52.29527,-13.140751,0.011962635,0.1740196078431372,0.33284432,156.25,4.8715625,24.632450482359832,73.89826159471423,03-02-04-01-01-02-03.wav,sad
-644.0915,57.55603,-10.311934,0.0035373948,0.1930993810876623,0.40287897,125.0,4.9049375,12.232422136810468,73.39543062475312,03-02-02-02-01-01-07.wav,calm
-602.6495,55.143276,-7.075168,0.0056437687,0.2300899621212121,0.40408713,144.23076923076923,5.2719375,34.142656554749884,68.28609026567557,03-02-02-02-01-01-13.wav,calm
-364.4723,32.37765,-21.562613,0.034042984,0.1963639085310219,0.39516062,187.5,4.3710625,27.45290254391178,82.35983814004032,03-02-05-02-01-01-03.wav,angry
-312.12778,57.870037,-21.442839,0.04152412,0.113333037405303,0.400625,125.0,4.2041875,28.542563205424997,85.62891165058647,03-02-06-02-01-02-03.wav,fearful
-431.0554,55.68221,-8.811682,0.01945572,0.1564613456156716,0.38829845,110.29411764705884,4.2709375,28.09648097429231,84.29062705787663,03-02-06-01-02-02-03.wav,fearful
-391.70517,32.804585,-18.927435,0.02604381,0.2224009395424836,0.36876324,125.0,4.8715625,24.632450482359832,73.89826159471423,03-02-05-01-02-01-03.wav,angry
-585.689,44.454987,-21.24386,0.0065575563,0.2431357563405797,0.43884984,85.22727272727273,4.4044375,27.244878672311653,81.73574945722353,03-02-01-01-02-02-07.wav,neutral
-613.9572,56.122097,-7.4141703,0.0054135374,0.2589304070723684,0.3981437,110.29411764705884,4.8381875,24.8023690396161,62.00669155546369,03-02-02-01-02-01-13.wav,calm
-611.446,51.41797,-7.994764,0.0052624824,0.2345936333955224,0.43481958,170.45454545454547,4.2709375,28.09648097429231,84.29062705787663,03-02-01-01-02-02-13.wav,neutral
-666.44147,56.972164,-8.244814,0.0039611105,0.1910785444630872,0.36729434,156.25,4.7380625,12.66324372153738,75.98042448785765,03-02-02-01-02-01-07.wav,calm
-667.19934,36.055035,-20.899975,0.0037835322,0.2575538271949404,0.3348359,156.25,5.3720625,11.168769885645755,67.01336777075844,03-02-02-01-02-01-06.wav,calm
-573.1836,21.490944,-21.14408,0.00997468,0.2835157655125899,0.38833663,117.1875,4.4378125,27.03998368587651,81.12104781353426,03-02-01-01-02-02-12.wav,neutral
-564.46747,23.223934,-26.334661,0.0099698715,0.3203500600961538,0.3641297,133.92857142857142,4.57125,26.250680877035247,78.75307629204266,03-02-02-01-02-01-12.wav,calm
-587.228,26.246702,-23.587803,0.007645172,0.241668271346831,0.3517903,110.29411764705884,4.537875,39.66561883323583,79.3322865878853,03-02-01-01-02-02-06.wav,neutral
-461.92896,10.464671,-35.06248,0.028742973,0.3224262007130872,0.40447193,144.23076923076923,4.7380625,25.32648744307476,75.98042448785765,03-02-05-01-02-01-02.wav,angry
-565.1398,35.917744,-11.65691,0.009110974,0.2916173800616197,0.31652182,98.6842105263158,4.537875,26.443745888823884,39.66614329394265,03-02-06-01-02-02-16.wav,fearful
-542.2835,31.922913,-12.938507,0.010481802,0.2506616564764493,0.3102622,104.16666666666669,4.4044375,27.244878672311653,81.73574945722353,03-02-05-01-02-01-16.wav,angry
-523.64777,10.656378,-25.933804,0.013013778,0.3257939586900685,0.36861366,110.29411764705884,4.671375,25.688038043984346,77.06510395761418,03-02-06-01-02-02-02.wav,fearful
-482.01743,30.170137,-18.730307,0.01914239,0.21826171875,0.33128446,156.25,4.4044375,27.244878672311653,81.73574945722353,03-02-05-02-01-01-16.wav,angry
-459.85864,17.38066,-33.723915,0.023001218,0.3039879765070922,0.3815254,125.0,4.5045,26.63967179924343,79.92007992007991,03-02-06-02-01-02-02.wav,fearful
-392.09525,16.075535,-35.5953,0.04214992,0.312823275862069,0.4404527,144.23076923076923,4.638,25.87288650858333,77.6196636481242,03-02-05-02-01-01-02.wav,angry
-471.8839,30.691109,-22.63691,0.018455973,0.2348429361979166,0.2849134,144.23076923076923,4.604625,26.060414556044545,78.18226239921817,03-02-06-02-01-02-16.wav,fearful
-551.67053,19.836832,-26.324966,0.011756843,0.3025213664010067,0.36807752,144.23076923076923,4.7380625,25.32648744307476,75.98042448785765,03-02-02-02-01-01-12.wav,calm
-603.98334,38.497074,-25.189281,0.005917759,0.2347939231178977,0.29051805,133.92857142857142,5.605625,32.11025949549431,64.22120637752258,03-02-02-02-01-01-06.wav,calm
-592.2294,36.15757,-13.75493,0.008609246,0.2780497362659235,0.30010152,144.23076923076923,5.005,23.975736554606737,71.92807192807193,03-02-04-01-01-02-16.wav,sad
-577.02386,25.031904,-18.377392,0.00917578,0.2797968516092814,0.38603598,93.75,5.3386875,33.715773222090014,67.4323042882731,03-02-04-01-01-02-02.wav,sad
-506.77734,19.325233,-28.645773,0.016243871,0.2287632533482143,0.3761048,144.23076923076923,4.471125,26.83852267351944,80.51664849450643,03-02-03-01-01-02-12.wav,happy
